position,driver_number,number_of_laps,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key,points
12.0,10,23.0,False,False,False,94.639,1.289,1219,9158,
13.0,23,19.0,False,False,False,94.657,1.307,1219,9158,
14.0,77,25.0,False,False,False,94.802,1.452,1219,9158,
15.0,20,23.0,False,False,False,94.887,1.537,1219,9158,
16.0,40,27.0,False,False,False,94.894,1.544,1219,9158,
17.0,27,22.0,False,False,False,94.985,1.635,1219,9158,
18.0,24,25.0,False,False,False,95.456,2.106,1219,9158,
19.0,81,22.0,False,False,False,95.474,2.124,1219,9158,
20.0,2,24.0,False,False,False,95.778,2.428,1219,9158,
1.0,55,26.0,False,False,False,92.12,0,1219,9159,
2.0,16,27.0,False,False,False,92.138,0.018,1219,9159,
3.0,63,25.0,False,False,False,92.355,0.235,1219,9159,
4.0,14,25.0,False,False,False,92.478,0.358,1219,9159,
5.0,44,23.0,False,False,False,92.585,0.465,1219,9159,
6.0,4,23.0,False,False,False,92.711,0.591,1219,9159,
7.0,11,23.0,False,False,False,92.812,0.692,1219,9159,
8.0,1,23.0,False,False,False,92.852,0.732,1219,9159,
9.0,20,25.0,False,False,False,93.017,0.897,1219,9159,
10.0,77,24.0,False,False,False,93.105,0.985,1219,9159,
11.0,27,22.0,False,False,False,93.139,1.019,1219,9159,
12.0,40,27.0,False,False,False,93.285,1.165,1219,9159,
13.0,31,25.0,False,False,False,93.361,1.241,1219,9159,
14.0,18,25.0,False,False,False,93.39,1.27,1219,9159,
15.0,81,23.0,False,False,False,93.461,1.341,1219,9159,
16.0,22,27.0,False,False,False,93.477,1.357,1219,9159,
17.0,24,25.0,False,False,False,93.575,1.455,1219,9159,
18.0,10,24.0,False,False,False,93.824,1.704,1219,9159,
19.0,2,28.0,False,False,False,94.327,2.207,1219,9159,
20.0,23,5.0,False,False,False,95.558,3.438,1219,9159,
1.0,55,23.0,False,False,False,92.065,0,1219,9160,
2.0,63,20.0,False,False,False,92.134,0.069,1219,9160,
3.0,4,17.0,False,False,False,92.303,0.238,1219,9160,
4.0,1,21.0,False,False,False,92.378,0.313,1219,9160,
5.0,16,25.0,False,False,False,92.381,0.316,1219,9160,
6.0,44,18.0,False,False,False,92.535,0.47,1219,9160,
7.0,81,18.0,False,False,False,92.73,0.665,1219,9160,
8.0,11,20.0,False,False,False,92.784,0.719,1219,9160,
9.0,27,18.0,False,False,False,92.896,0.831,1219,9160,
10.0,22,18.0,False,False,False,92.945,0.88,1219,9160,
11.0,20,16.0,False,False,False,92.97,0.905,1219,9160,
12.0,31,19.0,False,False,False,92.979,0.914,1219,9160,
13.0,14,19.0,False,False,False,93.051,0.986,1219,9160,
14.0,18,23.0,False,False,False,93.126,1.061,1219,9160,
15.0,10,19.0,False,False,False,93.351,1.286,1219,9160,
16.0,40,19.0,False,False,False,93.357,1.292,1219,9160,
17.0,23,15.0,False,False,False,93.37,1.305,1219,9160,
18.0,77,26.0,False,False,False,93.54,1.475,1219,9160,
19.0,24,24.0,False,False,False,93.637,1.572,1219,9160,
20.0,2,16.0,False,False,False,93.708,1.643,1219,9160,
1.0,55,20.0,False,False,False,"[92.339, 91.439, 90.984]","[0.348, 0.0, 0.0]",1219,9161,
2.0,63,17.0,False,False,False,"[92.331, 91.743, 91.056]","[0.34, 0.304, 0.072]",1219,9161,
3.0,16,21.0,False,False,False,"[92.406, 92.012, 91.063]","[0.415, 0.573, 0.079]",1219,9161,
4.0,4,20.0,False,False,False,"[92.483, 91.951, 91.27]","[0.492, 0.512, 0.286]",1219,9161,
5.0,44,16.0,False,False,False,"[92.651, 92.019, 91.485]","[0.66, 0.58, 0.501]",1219,9161,
6.0,20,21.0,False,False,False,"[92.242, 91.892, 91.575]","[0.251, 0.453, 0.591]",1219,9161,
7.0,14,17.0,False,False,False,"[92.584, 91.835, 91.615]","[0.593, 0.396, 0.631]",1219,9161,
8.0,31,18.0,False,False,False,"[92.369, 92.089, 91.673]","[0.378, 0.65, 0.689]",1219,9161,
9.0,27,21.0,False,False,False,"[92.1, 91.994, 91.808]","[0.109, 0.555, 0.824]",1219,9161,
10.0,40,21.0,False,False,False,"[92.215, 92.166, 92.268]","[0.224, 0.727, 1.284]",1219,9161,
11.0,1,14.0,False,False,False,"[92.398, 92.173, None]","[0.407, 0.734, None]",1219,9161,
12.0,10,12.0,False,False,False,"[92.452, 92.274, None]","[0.461, 0.835, None]",1219,9161,
13.0,11,13.0,False,False,False,"[92.099, 92.31, None]","[0.108, 0.871, None]",1219,9161,
14.0,23,12.0,False,False,False,"[92.668, 93.719, None]","[0.677, 2.28, None]",1219,9161,
15.0,22,10.0,True,False,False,"[91.991, None, None]","[0.0, None, None]",1219,9161,
16.0,77,9.0,False,False,False,"[92.809, None, None]","[0.818, None, None]",1219,9161,
17.0,81,9.0,False,False,False,"[92.902, None, None]","[0.911, None, None]",1219,9161,
18.0,2,9.0,False,False,False,"[93.252, None, None]","[1.261, None, None]",1219,9161,
19.0,24,9.0,False,False,False,"[93.258, None, None]","[1.267, None, None]",1219,9161,
20.0,18,8.0,False,False,False,"[93.397, None, None]","[1.406, None, None]",1219,9161,
1.0,55,62.0,False,False,False,6397.418,0,1219,9165,25.0
2.0,4,62.0,False,False,False,6398.23,0.812,1219,9165,18.0
3.0,44,62.0,False,False,False,6398.687,1.269,1219,9165,16.0
4.0,16,62.0,False,False,False,6418.595,21.177,1219,9165,12.0
5.0,1,62.0,False,False,False,6418.859,21.441,1219,9165,10.0
6.0,10,62.0,False,False,False,6435.859,38.441,1219,9165,8.0
7.0,81,62.0,False,False,False,6438.897,41.479,1219,9165,6.0
8.0,11,62.0,False,False,False,6456.952,59.534,1219,9165,4.0
9.0,40,62.0,False,False,False,6463.336,65.918,1219,9165,2.0
10.0,20,62.0,False,False,False,6469.534,72.116,1219,9165,1.0
11.0,23,62.0,False,False,False,6470.835,73.417,1219,9165,0.0
12.0,24,62.0,False,False,False,6481.067,83.649,1219,9165,0.0
13.0,27,62.0,False,False,False,6483.619,86.201,1219,9165,0.0
14.0,2,62.0,False,False,False,6484.307,86.889,1219,9165,0.0
15.0,14,62.0,False,False,False,6485.021,87.603,1219,9165,0.0
16.0,63,61.0,True,False,False,,,1219,9165,0.0
,77,51.0,True,False,False,,,1219,9165,0.0
,31,42.0,True,False,False,,,1219,9165,0.0
,22,0.0,True,False,False,,,1219,9165,0.0
1.0,1,25.0,False,False,False,91.647,0,1220,9166,
2.0,55,24.0,False,False,False,92.273,0.626,1220,9166,
3.0,4,24.0,False,False,False,92.392,0.745,1220,9166,
4.0,16,25.0,False,False,False,92.574,0.927,1220,9166,
5.0,22,21.0,False,False,False,92.597,0.95,1220,9166,
6.0,14,23.0,False,False,False,92.65,1.003,1220,9166,
7.0,81,26.0,False,False,False,92.713,1.066,1220,9166,
8.0,23,24.0,False,False,False,92.991,1.344,1220,9166,
9.0,40,28.0,False,False,False,93.005,1.358,1220,9166,
10.0,18,17.0,False,False,False,93.04,1.393,1220,9166,
11.0,11,25.0,False,False,False,93.043,1.396,1220,9166,
12.0,10,23.0,False,False,False,93.129,1.482,1220,9166,
13.0,63,24.0,False,False,False,93.31,1.663,1220,9166,
14.0,27,24.0,False,False,False,93.448,1.801,1220,9166,
15.0,31,22.0,False,False,False,93.516,1.869,1220,9166,
16.0,44,22.0,False,False,False,93.699,2.052,1220,9166,
17.0,77,24.0,False,False,False,93.86,2.213,1220,9166,
18.0,20,23.0,False,False,False,93.975,2.328,1220,9166,
19.0,2,27.0,False,False,False,94.212,2.565,1220,9166,
20.0,24,23.0,False,False,False,94.831,3.184,1220,9166,
1.0,1,19.0,False,False,False,90.688,0,1220,9167,
2.0,16,23.0,False,False,False,91.008,0.32,1220,9167,
3.0,4,22.0,False,False,False,91.152,0.464,1220,9167,
4.0,55,22.0,False,False,False,91.237,0.549,1220,9167,
5.0,63,22.0,False,False,False,91.328,0.64,1220,9167,
6.0,14,22.0,False,False,False,91.492,0.804,1220,9167,
7.0,23,23.0,False,False,False,91.555,0.867,1220,9167,
8.0,81,22.0,False,False,False,91.662,0.974,1220,9167,
9.0,11,24.0,False,False,False,91.71,1.022,1220,9167,
10.0,77,22.0,False,False,False,91.739,1.051,1220,9167,
11.0,18,22.0,False,False,False,91.771,1.083,1220,9167,
12.0,31,22.0,False,False,False,91.794,1.106,1220,9167,
13.0,27,24.0,False,False,False,91.797,1.109,1220,9167,
14.0,44,21.0,False,False,False,91.829,1.141,1220,9167,
15.0,40,23.0,False,False,False,92.141,1.453,1220,9167,
16.0,24,16.0,False,False,False,92.165,1.477,1220,9167,
17.0,20,23.0,False,False,False,92.169,1.481,1220,9167,
18.0,22,26.0,False,False,False,92.178,1.49,1220,9167,
19.0,10,22.0,False,False,False,92.179,1.491,1220,9167,
20.0,2,25.0,False,False,False,92.32,1.632,1220,9167,
1.0,1,12.0,False,False,False,90.267,0,1220,9168,
2.0,4,16.0,False,False,False,90.507,0.24,1220,9168,
3.0,81,15.0,False,False,False,90.555,0.288,1220,9168,
4.0,11,12.0,False,False,False,91.004,0.737,1220,9168,
5.0,16,20.0,False,False,False,91.022,0.755,1220,9168,
6.0,55,20.0,False,False,False,91.137,0.87,1220,9168,
7.0,44,13.0,False,False,False,91.159,0.892,1220,9168,
8.0,63,9.0,False,False,False,91.505,1.238,1220,9168,
9.0,14,16.0,False,False,False,91.549,1.282,1220,9168,
10.0,24,15.0,False,False,False,91.668,1.401,1220,9168,
11.0,77,15.0,False,False,False,91.699,1.432,1220,9168,
12.0,20,16.0,False,False,False,91.88,1.613,1220,9168,
13.0,31,13.0,False,False,False,91.924,1.657,1220,9168,
14.0,22,18.0,False,False,False,91.951,1.684,1220,9168,
15.0,27,13.0,False,False,False,91.979,1.712,1220,9168,
16.0,2,13.0,False,False,False,92.002,1.735,1220,9168,
17.0,40,18.0,False,False,False,92.048,1.781,1220,9168,
18.0,23,12.0,False,False,False,92.113,1.846,1220,9168,
19.0,18,19.0,False,False,False,92.154,1.887,1220,9168,
20.0,10,15.0,False,False,False,92.199,1.932,1220,9168,
1.0,1,12.0,False,False,False,"[89.878, 89.964, 88.877]","[0.0, 0.024, 0.0]",1220,9169,
2.0,81,14.0,False,False,False,"[90.439, 90.122, 89.458]","[0.561, 0.182, 0.581]",1220,9169,
3.0,4,12.0,False,False,False,"[90.063, 90.296, 89.493]","[0.185, 0.356, 0.616]",1220,9169,
4.0,16,14.0,False,False,False,"[90.393, 89.94, 89.542]","[0.515, 0.0, 0.665]",1220,9169,
5.0,11,18.0,False,False,False,"[90.652, 89.965, 89.65]","[0.774, 0.025, 0.773]",1220,9169,
6.0,55,14.0,False,False,False,"[90.651, 90.067, 89.85]","[0.773, 0.127, 0.973]",1220,9169,
7.0,44,18.0,False,False,False,"[90.811, 90.04, 89.908]","[0.933, 0.1, 1.031]",1220,9169,
8.0,63,15.0,False,False,False,"[90.811, 90.268, 90.219]","[0.933, 0.328, 1.342]",1220,9169,
9.0,22,18.0,False,False,False,"[90.733, 90.204, 90.303]","[0.855, 0.264, 1.426]",1220,9169,
10.0,14,15.0,False,False,False,"[90.971, 90.465, 90.56]","[1.093, 0.525, 1.683]",1220,9169,
11.0,40,16.0,False,False,False,"[90.425, 90.508, None]","[0.547, 0.568, None]",1220,9169,
12.0,10,12.0,False,False,False,"[90.843, 90.509, None]","[0.965, 0.569, None]",1220,9169,
13.0,23,12.0,False,False,False,"[90.941, 90.537, None]","[1.063, 0.597, None]",1220,9169,
14.0,31,12.0,False,False,False,"[90.96, 90.586, None]","[1.082, 0.646, None]",1220,9169,
15.0,20,9.0,False,False,False,"[90.976, 90.665, None]","[1.098, 0.725, None]",1220,9169,
16.0,77,5.0,False,False,False,"[91.049, None, None]","[1.171, None, None]",1220,9169,
17.0,18,7.0,False,False,False,"[91.181, None, None]","[1.303, None, None]",1220,9169,
18.0,27,6.0,False,False,False,"[91.299, None, None]","[1.421, None, None]",1220,9169,
19.0,24,6.0,False,False,False,"[91.398, None, None]","[1.52, None, None]",1220,9169,
,2,2.0,True,False,False,"[None, None, None]","[None, None, None]",1220,9169,
1.0,1,53.0,False,False,False,5458.421,0,1220,9173,26.0
2.0,4,53.0,False,False,False,5477.808,19.387,1220,9173,18.0
3.0,81,53.0,False,False,False,5494.915,36.494,1220,9173,15.0
4.0,16,53.0,False,False,False,5502.419,43.998,1220,9173,12.0
5.0,44,53.0,False,False,False,5507.797,49.376,1220,9173,10.0
6.0,55,53.0,False,False,False,5508.642,50.221,1220,9173,8.0
7.0,63,53.0,False,False,False,5516.08,57.659,1220,9173,6.0
8.0,14,53.0,False,False,False,5533.146,74.725,1220,9173,4.0
9.0,31,53.0,False,False,False,5538.099,79.678,1220,9173,2.0
10.0,10,53.0,False,False,False,5541.576,83.155,1220,9173,1.0
11.0,40,52.0,False,False,False,,+1 LAP,1220,9173,0.0
12.0,22,52.0,False,False,False,,+1 LAP,1220,9173,0.0
13.0,24,52.0,False,False,False,,+1 LAP,1220,9173,0.0
14.0,27,52.0,False,False,False,,+1 LAP,1220,9173,0.0
15.0,20,52.0,False,False,False,,+1 LAP,1220,9173,0.0
,23,26.0,True,False,False,,,1220,9173,0.0
,2,22.0,True,False,False,,,1220,9173,0.0
,18,20.0,True,False,False,,,1220,9173,0.0
,11,15.0,True,False,False,,,1220,9173,0.0
,77,7.0,True,False,False,,,1220,9173,0.0
1.0,1,26.0,False,False,False,87.428,0,1221,9214,
2.0,55,27.0,False,False,False,87.762,0.334,1221,9214,
3.0,16,27.0,False,False,False,87.909,0.481,1221,9214,
4.0,14,28.0,False,False,False,87.919,0.491,1221,9214,
5.0,11,24.0,False,False,False,88.016,0.588,1221,9214,
6.0,22,28.0,False,False,False,88.027,0.599,1221,9214,
7.0,27,22.0,False,False,False,88.171,0.743,1221,9214,
8.0,63,28.0,False,False,False,88.336,0.908,1221,9214,
9.0,81,20.0,False,False,False,88.38,0.952,1221,9214,
10.0,4,24.0,False,False,False,88.441,1.013,1221,9214,
11.0,2,25.0,False,False,False,88.55,1.122,1221,9214,
12.0,23,26.0,False,False,False,88.59,1.162,1221,9214,
13.0,44,26.0,False,False,False,88.679,1.251,1221,9214,
14.0,18,28.0,False,False,False,88.69,1.262,1221,9214,
15.0,31,25.0,False,False,False,88.732,1.304,1221,9214,
16.0,10,23.0,False,False,False,88.821,1.393,1221,9214,
17.0,77,27.0,False,False,False,89.041,1.613,1221,9214,
18.0,24,29.0,False,False,False,89.106,1.678,1221,9214,
19.0,40,29.0,False,False,False,89.238,1.81,1221,9214,
20.0,20,26.0,False,False,False,89.502,2.074,1221,9214,
1.0,1,19.0,False,False,False,"[85.007, 84.483, 83.778]","[0.0, 0.102, 0.0]",1221,9215,
2.0,63,21.0,False,False,False,"[85.334, 84.827, 84.219]","[0.327, 0.446, 0.441]",1221,9215,
3.0,44,20.0,False,False,False,"[86.076, 84.381, 84.305]","[1.069, 0.0, 0.527]",1221,9215,
4.0,14,21.0,False,False,False,"[85.223, 85.241, 84.369]","[0.216, 0.86, 0.591]",1221,9215,
5.0,16,26.0,False,False,False,"[85.452, 85.079, 84.424]","[0.445, 0.698, 0.646]",1221,9215,
6.0,81,23.0,False,False,False,"[85.266, 84.724, 84.54]","[0.259, 0.343, 0.762]",1221,9215,
7.0,10,23.0,False,False,False,"[85.566, 84.918, 84.553]","[0.559, 0.537, 0.775]",1221,9215,
8.0,31,24.0,False,False,False,"[85.711, 84.928, 84.763]","[0.704, 0.547, 0.985]",1221,9215,
9.0,77,21.0,False,False,False,"[86.038, 85.297, 85.058]","[1.031, 0.916, 1.28]",1221,9215,
10.0,4,21.0,True,False,False,"[85.131, 84.685, None]","[0.124, 0.304, None]",1221,9215,
11.0,22,16.0,False,False,False,"[86.058, 85.301, None]","[1.051, 0.92, None]",1221,9215,
12.0,55,18.0,False,False,False,"[85.808, 85.328, None]","[0.801, 0.947, None]",1221,9215,
13.0,11,16.0,False,False,False,"[85.991, 85.462, None]","[0.984, 1.081, None]",1221,9215,
14.0,23,15.0,False,False,False,"[86.118, 85.707, None]","[1.111, 1.326, None]",1221,9215,
15.0,27,12.0,False,False,False,"[85.904, 85.783, None]","[0.897, 1.402, None]",1221,9215,
16.0,2,10.0,False,False,False,"[86.21, None, None]","[1.203, None, None]",1221,9215,
17.0,18,10.0,False,False,False,"[86.345, None, None]","[1.338, None, None]",1221,9215,
18.0,40,10.0,False,False,False,"[86.635, None, None]","[1.628, None, None]",1221,9215,
19.0,20,9.0,False,False,False,"[87.046, None, None]","[2.039, None, None]",1221,9215,
20.0,24,9.0,False,False,False,"[87.432, None, None]","[2.425, None, None]",1221,9215,
1.0,81,19.0,False,False,False,2101.297,0,1221,9220,8.0
2.0,1,19.0,False,False,False,2103.168,1.871,1221,9220,7.0
3.0,4,19.0,False,False,False,2109.794,8.497,1221,9220,6.0
4.0,63,19.0,False,False,False,2112.333,11.036,1221,9220,5.0
5.0,44,19.0,False,False,False,2118.611,17.314,1221,9220,4.0
6.0,55,19.0,False,False,False,2120.103,18.806,1221,9220,3.0
7.0,23,19.0,False,False,False,2121.161,19.864,1221,9220,2.0
8.0,14,19.0,False,False,False,2122.477,21.18,1221,9220,1.0
9.0,10,19.0,False,False,False,2123.039,21.742,1221,9220,0.0
10.0,77,19.0,False,False,False,2123.505,22.208,1221,9220,0.0
11.0,22,19.0,False,False,False,2124.16,22.863,1221,9220,0.0
12.0,16,19.0,False,False,False,2126.157,24.86,1221,9220,0.0
13.0,20,19.0,False,False,False,2126.267,24.97,1221,9220,0.0
14.0,24,19.0,False,False,False,2128.165,26.868,1221,9220,0.0
15.0,18,19.0,False,False,False,2130.82,29.523,1221,9220,0.0
,27,11.0,True,False,False,,,1221,9220,0.0
,31,10.0,True,False,False,,,1221,9220,0.0
,11,10.0,True,False,False,,,1221,9220,0.0
,2,2.0,True,False,False,,,1221,9220,0.0
,40,0.0,True,False,False,,,1221,9220,0.0
1.0,1,57.0,False,False,False,5259.168,0,1221,9221,26.0
2.0,81,57.0,False,False,False,5264.001,4.833,1221,9221,18.0
3.0,4,57.0,False,False,False,5265.137,5.969,1221,9221,15.0
4.0,63,57.0,False,False,False,5293.287,34.119,1221,9221,12.0
5.0,16,57.0,False,False,False,5298.144,38.976,1221,9221,10.0
6.0,14,57.0,False,False,False,5308.2,49.032,1221,9221,8.0
7.0,31,57.0,False,False,False,5321.558,62.39,1221,9221,6.0
8.0,77,57.0,False,False,False,5325.731,66.563,1221,9221,4.0
9.0,24,57.0,False,False,False,5335.295,76.127,1221,9221,2.0
10.0,11,57.0,False,False,False,5339.349,80.181,1221,9221,1.0
11.0,18,57.0,False,False,False,5340.82,81.652,1221,9221,0.0
12.0,10,57.0,False,False,False,5341.468,82.3,1221,9221,0.0
13.0,23,57.0,False,False,False,5350.182,91.014,1221,9221,0.0
14.0,20,56.0,False,False,False,,+1 LAP,1221,9221,0.0
15.0,22,56.0,False,False,False,,+1 LAP,1221,9221,0.0
16.0,27,56.0,False,False,False,,+1 LAP,1221,9221,0.0
17.0,40,56.0,False,False,False,,+1 LAP,1221,9221,0.0
,2,40.0,True,False,False,,,1221,9221,0.0
,44,0.0,True,False,False,,,1221,9221,0.0
,55,0.0,False,True,False,,,1221,9221,0.0
1.0,81,18.0,False,False,False,"[85.979, 85.496, 84.454]","[0.566, 0.549, 0.0]",1221,9298,
2.0,4,14.0,False,False,False,"[85.672, 84.947, 84.536]","[0.259, 0.0, 0.082]",1221,9298,
3.0,1,12.0,False,False,False,"[85.51, 85.199, 84.646]","[0.097, 0.252, 0.192]",1221,9298,
4.0,63,17.0,False,False,False,"[85.413, 85.027, 84.841]","[0.0, 0.08, 0.387]",1221,9298,
5.0,55,21.0,False,False,False,"[85.872, 85.433, 85.155]","[0.459, 0.486, 0.701]",1221,9298,
6.0,16,21.0,False,False,False,"[86.266, 85.367, 85.247]","[0.853, 0.42, 0.793]",1221,9298,
7.0,27,16.0,False,False,False,"[86.45, 85.499, 85.32]","[1.037, 0.552, 0.866]",1221,9298,
8.0,11,17.0,False,False,False,"[86.123, 85.143, 85.382]","[0.71, 0.196, 0.928]",1221,9298,
9.0,14,13.0,True,False,False,"[85.936, 85.344, None]","[0.523, 0.397, None]",1221,9298,
10.0,31,15.0,True,False,False,"[86.072, 85.51, None]","[0.659, 0.563, None]",1221,9298,
11.0,10,12.0,False,False,False,"[85.829, 85.686, None]","[0.416, 0.739, None]",1221,9298,
12.0,44,14.0,False,False,False,"[86.424, 85.962, None]","[1.011, 1.015, None]",1221,9298,
13.0,77,8.0,False,False,False,"[86.449, 86.236, None]","[1.036, 1.289, None]",1221,9298,
14.0,40,12.0,False,False,False,"[86.202, 86.584, None]","[0.789, 1.637, None]",1221,9298,
15.0,24,10.0,False,False,False,"[86.669, 114.546, None]","[1.256, 29.599, None]",1221,9298,
16.0,18,8.0,False,False,False,"[86.849, None, None]","[1.436, None, None]",1221,9298,
17.0,23,6.0,False,False,False,"[86.862, None, None]","[1.449, None, None]",1221,9298,
18.0,22,6.0,False,False,False,"[86.926, None, None]","[1.513, None, None]",1221,9298,
19.0,20,5.0,False,False,False,"[87.438, None, None]","[2.025, None, None]",1221,9298,
,2,7.0,False,False,False,"[125.741, None, None]","[40.328, None, None]",1221,9298,
1.0,1,23.0,False,False,False,95.912,0,1222,9206,
2.0,16,25.0,False,False,False,96.068,0.156,1222,9206,
3.0,44,23.0,False,False,False,96.193,0.281,1222,9206,
4.0,11,23.0,False,False,False,96.212,0.3,1222,9206,
5.0,20,21.0,False,False,False,96.472,0.56,1222,9206,
6.0,63,25.0,False,False,False,96.474,0.562,1222,9206,
7.0,23,21.0,False,False,False,96.492,0.58,1222,9206,
8.0,55,24.0,False,False,False,96.533,0.621,1222,9206,
9.0,27,21.0,False,False,False,96.702,0.79,1222,9206,
10.0,10,22.0,False,False,False,96.705,0.793,1222,9206,
11.0,2,26.0,False,False,False,96.987,1.075,1222,9206,
12.0,31,22.0,False,False,False,97.066,1.154,1222,9206,
13.0,22,25.0,False,False,False,97.104,1.192,1222,9206,
14.0,3,24.0,False,False,False,97.152,1.24,1222,9206,
15.0,4,21.0,False,False,False,97.256,1.344,1222,9206,
16.0,24,25.0,False,False,False,97.418,1.506,1222,9206,
17.0,77,24.0,False,False,False,97.517,1.605,1222,9206,
18.0,14,19.0,False,False,False,97.84,1.928,1222,9206,
19.0,81,22.0,False,False,False,98.42,2.508,1222,9206,
20.0,18,5.0,False,False,False,99.94,4.028,1222,9206,
1.0,16,21.0,False,False,False,"[96.061, 95.004, 94.723]","[0.97, 0.0, 0.0]",1222,9207,
2.0,4,20.0,False,False,False,"[95.11, 95.441, 94.853]","[0.019, 0.437, 0.13]",1222,9207,
3.0,44,18.0,False,False,False,"[95.091, 95.24, 94.862]","[0.0, 0.236, 0.139]",1222,9207,
4.0,55,18.0,False,False,False,"[95.824, 95.302, 94.945]","[0.733, 0.298, 0.222]",1222,9207,
5.0,63,18.0,False,False,False,"[96.165, 95.606, 95.079]","[1.074, 0.602, 0.356]",1222,9207,
6.0,1,18.0,False,False,False,"[95.346, 95.008, 95.081]","[0.255, 0.004, 0.358]",1222,9207,
7.0,10,19.0,False,False,False,"[96.158, 95.496, 95.089]","[1.067, 0.492, 0.366]",1222,9207,
8.0,31,21.0,False,False,False,"[96.131, 95.413, 95.154]","[1.04, 0.409, 0.431]",1222,9207,
9.0,11,17.0,False,False,False,"[95.989, 95.679, 95.173]","[0.898, 0.675, 0.45]",1222,9207,
10.0,81,20.0,False,False,False,"[96.064, 95.576, 95.467]","[0.973, 0.572, 0.744]",1222,9207,
11.0,22,12.0,False,False,False,"[95.913, 95.697, None]","[0.822, 0.693, None]",1222,9207,
12.0,24,15.0,False,False,False,"[96.052, 95.698, None]","[0.961, 0.694, None]",1222,9207,
13.0,77,15.0,False,False,False,"[96.082, 95.858, None]","[0.991, 0.854, None]",1222,9207,
14.0,20,12.0,False,False,False,"[96.009, 95.88, None]","[0.918, 0.876, None]",1222,9207,
15.0,3,12.0,False,False,False,"[96.213, 95.974, None]","[1.122, 0.97, None]",1222,9207,
16.0,27,6.0,False,False,False,"[96.235, None, None]","[1.144, None, None]",1222,9207,
17.0,14,8.0,False,False,False,"[96.268, None, None]","[1.177, None, None]",1222,9207,
18.0,23,6.0,False,False,False,"[96.315, None, None]","[1.224, None, None]",1222,9207,
19.0,18,9.0,False,False,False,"[96.589, None, None]","[1.498, None, None]",1222,9207,
20.0,2,8.0,False,False,False,"[96.827, None, None]","[1.736, None, None]",1222,9207,
1.0,1,19.0,False,False,False,1890.849,0,1222,9212,8.0
2.0,44,19.0,False,False,False,1900.314,9.465,1222,9212,7.0
3.0,16,19.0,False,False,False,1908.836,17.987,1222,9212,6.0
4.0,4,19.0,False,False,False,1909.712,18.863,1222,9212,5.0
5.0,11,19.0,False,False,False,1913.777,22.928,1222,9212,4.0
6.0,55,19.0,False,False,False,1919.156,28.307,1222,9212,3.0
7.0,10,19.0,False,False,False,1923.252,32.403,1222,9212,2.0
8.0,63,19.0,False,False,False,1925.099,34.25,1222,9212,1.0
9.0,23,19.0,False,False,False,1925.416,34.567,1222,9212,0.0
10.0,81,19.0,False,False,False,1933.252,42.403,1222,9212,0.0
11.0,31,19.0,False,False,False,1935.835,44.986,1222,9212,0.0
12.0,3,19.0,False,False,False,1936.358,45.509,1222,9212,0.0
13.0,14,19.0,False,False,False,1939.935,49.086,1222,9212,0.0
14.0,22,19.0,False,False,False,1940.582,49.733,1222,9212,0.0
15.0,27,19.0,False,False,False,1947.499,56.65,1222,9212,0.0
16.0,77,19.0,False,False,False,1955.25,64.401,1222,9212,0.0
17.0,24,19.0,False,False,False,1958.821,67.972,1222,9212,0.0
18.0,20,19.0,False,False,False,1961.971,71.122,1222,9212,0.0
19.0,2,19.0,False,False,False,1962.298,71.449,1222,9212,0.0
,18,16.0,True,False,False,,,1222,9212,0.0
1.0,1,56.0,False,False,False,5721.362,0,1222,9213,25.0
,44,56.0,False,False,False,5723.587,2.225,1222,9213,0.0
2.0,4,56.0,False,False,False,5732.092,10.73,1222,9213,0.0
3.0,55,56.0,False,False,False,5736.496,15.134,1222,9213,0.0
4.0,11,56.0,False,False,False,5739.822,18.46,1222,9213,0.0
,16,56.0,False,False,False,5746.024,24.662,1222,9213,0.0
5.0,63,56.0,False,False,False,5746.361,24.999,1222,9213,0.0
6.0,10,56.0,False,False,False,5769.358,47.996,1222,9213,0.0
7.0,18,56.0,False,False,False,5770.058,48.696,1222,9213,0.0
8.0,22,56.0,False,False,False,5795.747,74.385,1222,9213,0.0
9.0,23,56.0,False,False,False,5808.076,86.714,1222,9213,0.0
10.0,2,56.0,False,False,False,5809.36,87.998,1222,9213,0.0
11.0,27,56.0,False,False,False,5811.266,89.904,1222,9213,0.0
12.0,77,56.0,False,False,False,5819.963,98.601,1222,9213,0.0
13.0,24,55.0,False,False,False,,+1 LAP,1222,9213,0.0
14.0,20,55.0,False,False,False,,+1 LAP,1222,9213,0.0
15.0,3,55.0,False,False,False,,+1 LAP,1222,9213,0.0
,14,49.0,True,False,False,,,1222,9213,0.0
,81,10.0,True,False,False,,,1222,9213,0.0
,31,6.0,True,False,False,,,1222,9213,0.0
1.0,1,11.0,False,False,False,"[95.997, 95.181, 94.538]","[0.0, 0.0, 0.0]",1222,9294,
2.0,16,14.0,False,False,False,"[95.999, 95.386, 94.593]","[0.002, 0.205, 0.055]",1222,9294,
3.0,44,12.0,False,False,False,"[96.393, 95.887, 94.607]","[0.396, 0.706, 0.069]",1222,9294,
4.0,4,15.0,False,False,False,"[96.499, 95.594, 94.639]","[0.502, 0.413, 0.101]",1222,9294,
5.0,81,15.0,False,False,False,"[96.703, 95.753, 94.894]","[0.706, 0.572, 0.356]",1222,9294,
