meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,message
1141,7953,2023-03-05T15:43:39+00:00,,25.0,Other,,,,CAR 27 (HUL) TIME 1:39.703 DELETED - TRACK LIMITS AT TURN 4 LAP 21 18:39:51
1141,7953,2023-03-05T15:48:12+00:00,,28.0,Other,,,,INCIDENT INVOLVING CAR 31 (OCO) NOTED - SPEEDING IN THE PIT LANE
1141,7953,2023-03-05T15:48:50+00:00,,28.0,Other,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 31 (OCO) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE
1141,7953,2023-03-05T15:49:07+00:00,,28.0,Other,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 31 (OCO) - SPEEDING IN THE PIT LANE
1141,7953,2023-03-05T15:51:04+00:00,,29.0,Other,,,,CAR 20 (MAG) TIME 1:39.316 DELETED - TRACK LIMITS AT TURN 4 LAP 28 18:49:51
1141,7953,2023-03-05T15:51:39+00:00,31.0,30.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 18:51:39
1141,7953,2023-03-05T16:00:14+00:00,,35.0,Other,,,,CAR 14 (ALO) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 34 18:58:59 (PIT)
1141,7953,2023-03-05T16:03:19+00:00,4.0,37.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:03:18
1141,7953,2023-03-05T16:07:05+00:00,4.0,39.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:07:05
1141,7953,2023-03-05T16:09:58+00:00,,41.0,Other,,,,CAR 27 (HUL) TIME 1:38.184 DELETED - TRACK LIMITS AT TURN 4 LAP 39 19:08:20
1141,7953,2023-03-05T16:10:01+00:00,,41.0,Flag,YELLOW,Sector,16.0,YELLOW IN TRACK SECTOR 16
1141,7953,2023-03-05T16:10:19+00:00,,41.0,SafetyCar,,,,VIRTUAL SAFETY CAR DEPLOYED
1141,7953,2023-03-05T16:11:53+00:00,,42.0,Flag,CLEAR,Sector,16.0,CLEAR IN TRACK SECTOR 16
1141,7953,2023-03-05T16:11:55+00:00,,42.0,SafetyCar,,,,VIRTUAL SAFETY CAR ENDING
1141,7953,2023-03-05T16:12:08+00:00,,42.0,Flag,CLEAR,Track,,TRACK CLEAR
1141,7953,2023-03-05T16:12:16+00:00,,42.0,Drs,,,,DRS ENABLED
1141,7953,2023-03-05T16:12:30+00:00,27.0,42.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 19:12:29
1141,7953,2023-03-05T16:13:54+00:00,31.0,43.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 19:13:53
1141,7953,2023-03-05T16:14:39+00:00,,43.0,Other,,,,CAR 63 (RUS) TIME 1:37.035 DELETED - TRACK LIMITS AT TURN 13 LAP 42 19:13:49
1141,7953,2023-03-05T16:16:18+00:00,,44.0,Other,,,,CAR 10 (GAS) TIME 1:35.942 DELETED - TRACK LIMITS AT TURN 4 LAP 43 19:15:07
1141,7953,2023-03-05T16:17:53+00:00,,45.0,Other,,,,CAR 10 (GAS) TIME 1:35.792 DELETED - TRACK LIMITS AT TURN 4 LAP 44 19:16:41
1141,7953,2023-03-05T16:23:02+00:00,21.0,48.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 19:23:01
1141,7953,2023-03-05T16:24:12+00:00,,49.0,Other,,,,CAR 27 (HUL) TIME 1:36.806 DELETED - TRACK LIMITS AT TURN 4 LAP 47 19:22:09
1141,7953,2023-03-05T16:24:21+00:00,4.0,49.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:24:20
1141,7953,2023-03-05T16:24:25+00:00,27.0,49.0,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 27 (HUL) - TRACK LIMITS
1141,7953,2023-03-05T16:27:18+00:00,24.0,51.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 19:27:17
1141,7953,2023-03-05T16:27:24+00:00,24.0,51.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 19:27:24
1141,7953,2023-03-05T16:27:25+00:00,,51.0,Other,,,,CAR 44 (HAM) TIME 1:37.770 DELETED - TRACK LIMITS AT TURN 8 LAP 50 19:26:02
1141,7953,2023-03-05T16:28:38+00:00,,52.0,Other,,,,CAR 21 (DEV) TIME 1:39.089 DELETED - TRACK LIMITS AT TURN 4 LAP 50 19:26:51
1141,7953,2023-03-05T16:29:05+00:00,18.0,52.0,CarEvent,,,,CAR 18 (STR) OFF TRACK AND CONTINUED AT TURN 10
1141,7953,2023-03-05T16:29:55+00:00,21.0,53.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 19:29:55
1141,7953,2023-03-05T16:31:31+00:00,,54.0,Other,,,,CAR 27 (HUL) TIME 1:37.917 DELETED - TRACK LIMITS AT TURN 4 LAP 52 19:30:15
1141,7953,2023-03-05T16:31:38+00:00,,54.0,Other,,,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - MULTIPLE TRACK LIMITS
1141,7953,2023-03-05T16:31:52+00:00,,54.0,Other,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - MULTIPLE TRACK LIMITS
1141,7953,2023-03-05T16:32:12+00:00,,54.0,Other,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 27 (HUL) - MULTIPLE TRACK LIMITS
1141,7953,2023-03-05T16:32:50+00:00,,55.0,Other,,,,CAR 4 (NOR) TIME 1:35.257 DELETED - TRACK LIMITS AT TURN 7 LAP 50 19:28:08
1141,7953,2023-03-05T16:33:02+00:00,4.0,55.0,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 4 (NOR) - TRACK LIMITS
1141,7953,2023-03-05T16:33:50+00:00,20.0,55.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:33:50
1141,7953,2023-03-05T16:36:52+00:00,2.0,57.0,Flag,BLUE,Driver,,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 19:36:51
1141,7953,2023-03-05T16:37:31+00:00,,57.0,Flag,CHEQUERED,Track,,CHEQUERED FLAG
1141,7953,2023-03-05T16:40:53+00:00,,57.0,Other,,,,CAR 27 (HUL) TIME 1:39.206 DELETED - TRACK LIMITS AT TURN 13 LAP 56 19:37:41
1141,7953,2023-03-05T16:42:16+00:00,,57.0,Other,,,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - MULTIPLE TRACK LIMITS
1141,7953,2023-03-05T16:42:37+00:00,,57.0,Other,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - MULTIPLE TRACK LIMITS
1141,7953,2023-03-05T16:42:52+00:00,,57.0,Other,,,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 27 (HUL) - MULTIPLE TRACK LIMITS
1142,7772,2023-03-17T13:15:12+00:00,,,Other,,,,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0%
1142,7772,2023-03-17T13:23:30+00:00,,,Other,,,,DRS ENABLED IN ZONE 2
1142,7772,2023-03-17T13:28:17+00:00,,,Other,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3
1142,7772,2023-03-17T13:28:18+00:00,,,Flag,CLEAR,Sector,3.0,CLEAR IN TRACK SECTOR 3
1142,7772,2023-03-17T13:29:37+00:00,,,Flag,DOUBLE YELLOW,Sector,13.0,DOUBLE YELLOW IN TRACK SECTOR 13
1142,7772,2023-03-17T13:29:38+00:00,,,Other,,,,DRS DISABLED IN ZONE 1
1142,7772,2023-03-17T13:29:39+00:00,,,Other,,,,DRS ENABLED IN ZONE 1
1142,7772,2023-03-17T13:29:39+00:00,,,Flag,CLEAR,Sector,13.0,CLEAR IN TRACK SECTOR 13
1142,7772,2023-03-17T13:30:00+00:00,,,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1142,7772,2023-03-17T13:43:41+00:00,23.0,,CarEvent,,,,CAR 23 (ALB) OFF TRACK AND CONTINUED AT TURN 8
1142,7772,2023-03-17T14:01:32+00:00,44.0,,CarEvent,,,,CAR 44 (HAM) MISSED THE APEX OF TURN 2
1142,7772,2023-03-17T14:21:09+00:00,4.0,,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 4 (NOR) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS
1142,7772,2023-03-17T14:30:00+00:00,,,Flag,CHEQUERED,Track,,CHEQUERED FLAG
1142,7772,2023-03-17T14:30:06+00:00,,,Other,,,,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI)
1142,7772,2023-03-17T14:31:49+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,DOUBLE YELLOW IN TRACK SECTOR 19
1142,7772,2023-03-17T14:31:51+00:00,,,Other,,,,DRS DISABLED IN ZONE 2
1142,7772,2023-03-17T14:31:55+00:00,,,Flag,YELLOW,Sector,18.0,YELLOW IN TRACK SECTOR 18
1142,7772,2023-03-17T14:32:00+00:00,,,SafetyCar,,,,VIRTUAL SAFETY CAR DEPLOYED
1142,7772,2023-03-17T14:37:07+00:00,,,Flag,CLEAR,Track,,TRACK CLEAR
1142,7772,2023-03-17T14:37:07+00:00,,,Flag,CLEAR,Sector,18.0,CLEAR IN TRACK SECTOR 18
1142,7772,2023-03-17T14:37:07+00:00,,,Flag,CLEAR,Sector,19.0,CLEAR IN TRACK SECTOR 19
1142,7772,2023-03-17T14:37:20+00:00,,,Flag,DOUBLE YELLOW,Sector,6.0,DOUBLE YELLOW IN TRACK SECTOR 6
1142,7772,2023-03-17T14:37:58+00:00,,,Flag,CLEAR,Sector,6.0,CLEAR IN TRACK SECTOR 6
1142,7772,2023-03-17T14:38:37+00:00,,,Flag,DOUBLE YELLOW,Sector,4.0,DOUBLE YELLOW IN TRACK SECTOR 4
1142,7772,2023-03-17T14:45:23+00:00,,,Other,,,,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%
1142,7773,2023-03-17T16:45:20+00:00,,,Other,,,,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%
1142,7773,2023-03-17T16:47:08+00:00,,,Other,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1142,7773,2023-03-17T17:00:00+00:00,,,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1142,7773,2023-03-17T17:08:46+00:00,11.0,,CarEvent,,,,CAR 11 (PER) MISSED THE APEX OF TURN 2
1142,7773,2023-03-17T17:11:35+00:00,,,Flag,DOUBLE YELLOW,Sector,18.0,DOUBLE YELLOW IN TRACK SECTOR 18
1142,7773,2023-03-17T17:11:36+00:00,,,Other,,,,DRS ENABLED IN ZONE 2
1142,7773,2023-03-17T17:11:36+00:00,,,Flag,CLEAR,Sector,18.0,CLEAR IN TRACK SECTOR 18
1142,7773,2023-03-17T17:24:30+00:00,,,Flag,DOUBLE YELLOW,Sector,10.0,DOUBLE YELLOW IN TRACK SECTOR 10
1142,7773,2023-03-17T17:24:49+00:00,,,Flag,CLEAR,Sector,10.0,CLEAR IN TRACK SECTOR 10
1142,7773,2023-03-17T17:38:18+00:00,21.0,,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 21 (DEV) - CROSSING THE LINE AT PIT ENTRY
1142,7773,2023-03-17T17:53:16+00:00,11.0,,CarEvent,,,,CAR 11 (PER) MISSED THE APEX OF TURN 1
1142,7773,2023-03-17T17:54:20+00:00,16.0,,CarEvent,,,,CAR 16 (LEC) MISSED THE APEX OF TURN 4
1142,7773,2023-03-17T18:00:00+00:00,,,Flag,CHEQUERED,Track,,CHEQUERED FLAG
1142,7773,2023-03-17T18:00:14+00:00,,,Other,,,,FIRST CAR TO TAKE THE FLAG - CAR 14 (ALO)
1142,7773,2023-03-17T18:01:37+00:00,,,Flag,DOUBLE YELLOW,Sector,9.0,DOUBLE YELLOW IN TRACK SECTOR 9
1142,7773,2023-03-17T18:01:43+00:00,,,Flag,YELLOW,Sector,8.0,YELLOW IN TRACK SECTOR 8
1142,7773,2023-03-17T18:01:49+00:00,,,SafetyCar,,,,VIRTUAL SAFETY CAR DEPLOYED
1142,7773,2023-03-17T18:07:00+00:00,,,Flag,CLEAR,Track,,TRACK CLEAR
1142,7773,2023-03-17T18:07:00+00:00,,,Flag,CLEAR,Sector,8.0,CLEAR IN TRACK SECTOR 8
1142,7773,2023-03-17T18:07:00+00:00,,,Flag,CLEAR,Sector,9.0,CLEAR IN TRACK SECTOR 9
1142,7774,2023-03-18T13:15:11+00:00,,,Other,,,,RISK OF RAIN FOR F1 THIRD PRACTICE SESSION IS 0%
1142,7774,2023-03-18T13:22:02+00:00,,,Other,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1142,7774,2023-03-18T13:30:00+00:00,,,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1142,7774,2023-03-18T13:54:40+00:00,44.0,,CarEvent,,,,CAR 44 (HAM) MISSED THE APEX OF TURN 15
1142,7774,2023-03-18T14:18:55+00:00,,,Other,,,,TURN 8 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) NOTED - IMPEDING
1142,7774,2023-03-18T14:20:00+00:00,,,Other,,,,FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) REVIEWED NO FURTHER INVESTIGATION - IMPEDING
1142,7774,2023-03-18T14:21:35+00:00,14.0,,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 14 (ALO) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS
1142,7774,2023-03-18T14:30:00+00:00,,,Flag,CHEQUERED,Track,,CHEQUERED FLAG
1142,7774,2023-03-18T14:30:22+00:00,,,Other,,,,FIRST CAR TO TAKE THE FLAG - CAR 27 (HUL)
1142,7774,2023-03-18T14:32:09+00:00,22.0,,Flag,BLACK AND WHITE,Driver,,BLACK AND WHITE FLAG FOR CAR 22 (TSU) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS
1142,7774,2023-03-18T14:38:40+00:00,,,Flag,DOUBLE YELLOW,Sector,17.0,DOUBLE YELLOW IN TRACK SECTOR 17
1142,7774,2023-03-18T14:38:41+00:00,,,Other,,,,DRS DISABLED IN ZONE 2
1142,7774,2023-03-18T14:38:50+00:00,,,Flag,DOUBLE YELLOW,Sector,6.0,DOUBLE YELLOW IN TRACK SECTOR 6
1142,7774,2023-03-18T14:39:05+00:00,,,Flag,CLEAR,Sector,6.0,CLEAR IN TRACK SECTOR 6
1142,7774,2023-03-18T14:39:12+00:00,,,Other,,,,DRS ENABLED IN ZONE 2
1142,7774,2023-03-18T14:39:12+00:00,,,Flag,CLEAR,Sector,17.0,CLEAR IN TRACK SECTOR 17
1142,7775,2023-03-18T16:45:27+00:00,,,Other,,,,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%
1142,7775,2023-03-18T16:46:18+00:00,,,Other,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1142,7775,2023-03-18T16:48:22+00:00,,,Flag,CLEAR,Sector,5.0,CLEAR IN TRACK SECTOR 5
1142,7775,2023-03-18T16:57:03+00:00,,,Flag,DOUBLE YELLOW,Sector,8.0,DOUBLE YELLOW IN TRACK SECTOR 8
1142,7775,2023-03-18T16:57:25+00:00,,,Flag,CLEAR,Sector,8.0,CLEAR IN TRACK SECTOR 8
1142,7775,2023-03-18T17:00:00+00:00,,,Flag,GREEN,Track,,GREEN LIGHT - PIT EXIT OPEN
1142,7775,2023-03-18T17:02:47+00:00,21.0,,CarEvent,,,,CAR 21 (DEV) SPUN AND CONTINUED AT TURN 1
1142,7775,2023-03-18T17:05:02+00:00,,,Other,,,,CAR 2 (SAR) TIME 1:29.721 DELETED - TRACK LIMITS AT TURN 27 LAP 3 20:03:27
