date,session_key,pit_duration,meeting_key,driver_number,lap_number
2024-03-07T17:10:31.081000+00:00,9474,,1230,20,1.0
2024-03-07T17:10:34.542000+00:00,9474,,1230,27,1.0
2024-03-07T17:10:38.510000+00:00,9474,,1230,18,1.0
2024-03-07T17:10:41.305000+00:00,9474,,1230,11,1.0
2024-03-07T17:10:47.662000+00:00,9474,,1230,44,1.0
2024-03-07T17:10:53.075000+00:00,9474,,1230,22,1.0
2024-03-07T17:10:56.134000+00:00,9474,,1230,14,1.0
2024-03-07T17:11:00.535000+00:00,9474,,1230,2,1.0
2024-03-07T17:11:20.879000+00:00,9474,,1230,16,1.0
2024-03-07T17:11:23.058000+00:00,9474,,1230,55,1.0
2024-03-07T17:11:40.322000+00:00,9474,,1230,3,1.0
2024-03-07T17:12:08.861000+00:00,9474,,1230,63,1.0
2024-03-07T17:16:10.501000+00:00,9474,28.2,1230,63,3.0
2024-03-07T17:16:38.076000+00:00,9474,22.0,1230,1,4.0
2024-03-07T17:17:18.608000+00:00,9474,25.3,1230,11,4.0
2024-03-07T17:26:07.810000+00:00,9474,513.8,1230,81,5.0
2024-03-07T17:30:55.250000+00:00,9474,560.9,1230,77,7.0
2024-03-07T17:31:15.786000+00:00,9474,441.3,1230,24,8.0
2024-03-07T17:32:04.137000+00:00,9474,458.4,1230,2,8.0
2024-03-07T17:32:09.296000+00:00,9474,481.4,1230,14,8.0
2024-03-07T17:32:14.168000+00:00,9474,397.6,1230,55,8.0
2024-03-07T17:32:16.744000+00:00,9474,699.1,1230,4,6.0
2024-03-07T17:32:18.995000+00:00,9474,381.5,1230,1,9.0
2024-03-07T17:32:22.338000+00:00,9474,565.0,1230,23,8.0
2024-03-07T17:32:24.429000+00:00,9474,731.2,1230,20,6.0
2024-03-07T17:32:30.523000+00:00,9474,440.4,1230,16,8.0
2024-03-07T17:32:53.313000+00:00,9474,458.4,1230,27,9.0
2024-03-07T17:33:08.626000+00:00,9474,361.2,1230,22,9.0
2024-03-07T17:33:25.245000+00:00,9474,521.3,1230,10,9.0
2024-03-07T17:33:29.083000+00:00,9474,586.4,1230,18,8.0
2024-03-07T17:33:49.745000+00:00,9474,589.0,1230,31,8.0
2024-03-07T17:34:00.411000+00:00,9474,682.5,1230,11,7.0
2024-03-07T17:35:15.158000+00:00,9474,463.0,1230,63,9.0
2024-03-07T17:35:19.868000+00:00,9474,227.9,1230,3,11.0
2024-03-07T17:35:41.390000+00:00,9474,173.4,1230,81,9.0
2024-03-07T17:38:28.057000+00:00,9474,640.5,1230,44,9.0
2024-03-07T17:39:24.100000+00:00,9474,28.0,1230,16,11.0
2024-03-07T17:40:37.727000+00:00,9474,24.8,1230,55,12.0
2024-03-07T17:43:49.364000+00:00,9474,362.7,1230,4,9.0
2024-03-07T17:46:04.146000+00:00,9474,417.3,1230,11,10.0
2024-03-07T17:47:44.453000+00:00,9474,329.7,1230,23,13.0
2024-03-07T17:49:06.396000+00:00,9474,587.3,1230,27,12.0
2024-03-07T17:49:14.948000+00:00,9474,360.5,1230,22,14.0
2024-03-07T17:49:33.826000+00:00,9474,385.5,1230,14,14.0
2024-03-07T17:50:06.161000+00:00,9474,24.6,1230,23,14.0
2024-03-07T17:50:21.466000+00:00,9474,406.8,1230,2,14.0
2024-03-07T17:50:53.048000+00:00,9474,494.9,1230,20,11.0
2024-03-07T17:51:02.259000+00:00,9474,358.9,1230,18,14.0
2024-03-07T17:51:31.257000+00:00,9474,389.3,1230,77,14.0
2024-03-07T17:52:36.684000+00:00,9474,527.3,1230,1,15.0
2024-03-07T17:52:42.363000+00:00,9474,27.4,1230,2,15.0
2024-03-07T17:52:58.944000+00:00,9474,365.7,1230,3,17.0
2024-03-07T17:53:18.008000+00:00,9474,542.4,1230,24,15.0
2024-03-07T17:53:23.238000+00:00,9474,597.5,1230,16,13.0
2024-03-07T17:53:45.817000+00:00,9474,337.5,1230,81,16.0
2024-03-07T17:53:46.080000+00:00,9474,328.1,1230,10,17.0
2024-03-07T17:53:53.863000+00:00,9474,32.4,1230,77,15.0
2024-03-07T17:54:20.355000+00:00,9474,342.6,1230,31,16.0
2024-03-07T17:55:13.862000+00:00,9474,440.8,1230,44,14.0
2024-03-07T17:57:47.575000+00:00,9474,413.7,1230,55,17.0
2024-03-07T17:57:54.668000+00:00,9474,290.6,1230,4,14.0
2024-03-07T17:58:15.804000+00:00,9474,570.4,1230,63,16.0
2024-03-07T18:01:41.352000+00:00,9474,20.7,1230,4,16.0
2024-03-07T18:03:47.887000+00:00,9474,21.9,1230,63,19.0
2024-03-07T18:07:11.880000+00:00,9474,21.0,1230,27,23.0
2024-03-07T18:08:38.712000+00:00,9474,21.2,1230,81,25.0
2024-03-07T18:09:07.227000+00:00,9474,230.1,1230,44,20.0
2024-03-07T18:09:17.336000+00:00,9474,20.6,1230,18,25.0
2024-03-07T18:09:53.205000+00:00,9474,20.7,1230,16,23.0
2024-03-08T13:30:09.004000+00:00,9475,,1230,77,1.0
2024-03-08T13:31:08.251000+00:00,9475,,1230,38,1.0
2024-03-08T13:34:08.222000+00:00,9475,,1230,44,1.0
2024-03-08T13:34:15.194000+00:00,9475,,1230,18,1.0
2024-03-08T13:34:29.133000+00:00,9475,,1230,14,1.0
2024-03-08T13:36:21.930000+00:00,9475,22.4,1230,18,2.0
2024-03-08T13:36:51.990000+00:00,9475,25.0,1230,14,2.0
2024-03-08T13:38:57.567000+00:00,9475,,1230,24,1.0
2024-03-08T13:39:48.227000+00:00,9475,,1230,63,1.0
2024-03-08T13:40:14.801000+00:00,9475,,1230,4,1.0
2024-03-08T13:40:39.434000+00:00,9475,26.5,1230,44,4.0
2024-03-08T13:41:57.644000+00:00,9475,,1230,22,1.0
2024-03-08T13:43:14.182000+00:00,9475,,1230,3,1.0
2024-03-08T13:45:36.182000+00:00,9475,,1230,16,1.0
2024-03-08T13:46:33.166000+00:00,9475,28.7,1230,44,7.0
2024-03-08T13:47:56.984000+00:00,9475,,1230,11,1.0
2024-03-08T13:48:02.482000+00:00,9475,,1230,2,1.0
2024-03-08T13:48:25.738000+00:00,9475,338.8,1230,77,8.0
2024-03-08T13:48:33.228000+00:00,9475,,1230,10,1.0
2024-03-08T13:48:47.609000+00:00,9475,,1230,31,1.0
2024-03-08T13:49:08.284000+00:00,9475,,1230,23,1.0
2024-03-08T13:49:41.214000+00:00,9475,,1230,81,1.0
2024-03-08T13:49:45.127000+00:00,9475,,1230,27,1.0
2024-03-08T13:50:48.104000+00:00,9475,,1230,1,1.0
2024-03-08T13:51:03.685000+00:00,9475,440.0,1230,38,8.0
2024-03-08T13:51:36.655000+00:00,9475,18.5,1230,16,4.0
2024-03-08T13:52:34.556000+00:00,9475,,1230,20,1.0
2024-03-08T13:53:04.859000+00:00,9475,642.8,1230,4,2.0
2024-03-08T13:53:21.625000+00:00,9475,17.1,1230,38,9.0
2024-03-08T13:54:44.521000+00:00,9475,30.0,1230,3,7.0
2024-03-08T13:55:04.191000+00:00,9475,1006.7,1230,18,3.0
2024-03-08T13:55:12.139000+00:00,9475,208.1,1230,81,2.0
2024-03-08T13:56:16.594000+00:00,9475,16.9,1230,24,10.0
2024-03-08T13:57:03.172000+00:00,9475,1092.9,1230,14,3.0
2024-03-08T13:58:40.814000+00:00,9475,28.7,1230,31,6.0
2024-03-08T13:59:10.431000+00:00,9475,17.3,1230,27,6.0
2024-03-08T13:59:47.998000+00:00,9475,18.4,1230,22,10.0
2024-03-08T14:00:16.335000+00:00,9475,20.1,1230,3,10.0
2024-03-08T14:04:01.762000+00:00,9475,792.4,1230,63,7.0
2024-03-08T14:04:14.221000+00:00,9475,398.0,1230,10,6.0
2024-03-08T14:04:28.860000+00:00,9475,16.5,1230,20,7.0
2024-03-08T14:05:00.442000+00:00,9475,449.4,1230,16,7.0
2024-03-08T14:05:24.139000+00:00,9475,218.5,1230,22,11.0
2024-03-08T14:08:34.964000+00:00,9475,491.0,1230,23,7.0
2024-03-08T14:10:31.172000+00:00,9475,640.1,1230,77,15.0
2024-03-08T14:10:36.160000+00:00,9475,735.9,1230,24,11.0
2024-03-08T14:25:03.067000+00:00,9475,1113.7,1230,20,8.0
2024-03-08T14:25:07.186000+00:00,9475,952.6,1230,10,9.0
2024-03-08T14:25:08.453000+00:00,9475,1517.4,1230,77,17.0
2024-03-08T14:25:11.262000+00:00,9475,1455.1,1230,27,7.0
2024-03-08T14:25:22.301000+00:00,9475,2073.6,1230,63,13.0
2024-03-08T14:25:26.823000+00:00,9475,1383.3,1230,3,11.0
2024-03-08T14:25:31.633000+00:00,9475,1293.5,1230,31,9.0
2024-03-08T14:25:34.549000+00:00,9475,962.7,1230,14,10.0
2024-03-08T14:25:40.585000+00:00,9475,1689.5,1230,16,12.0
2024-03-08T14:25:43.672000+00:00,9475,907.6,1230,22,14.0
2024-03-08T14:25:52.930000+00:00,9475,1082.1,1230,18,10.0
2024-03-08T14:26:00.485000+00:00,9475,1607.7,1230,44,15.0
2024-03-08T14:26:09.175000+00:00,9475,1096.0,1230,38,18.0
2024-03-08T14:26:15.392000+00:00,9475,1235.7,1230,81,8.0
2024-03-08T14:26:46.860000+00:00,9475,1312.7,1230,4,8.0
2024-03-08T14:27:01.738000+00:00,9475,1233.5,1230,11,10.0
2024-03-08T14:27:32.817000+00:00,9475,1628.2,1230,23,10.0
2024-03-08T14:27:34.152000+00:00,9475,1182.1,1230,1,10.0
2024-03-08T17:00:03.303000+00:00,9476,,1230,20,1.0
2024-03-08T17:00:08.654000+00:00,9476,,1230,2,1.0
2024-03-08T17:00:14.295000+00:00,9476,,1230,27,1.0
2024-03-08T17:00:16.199000+00:00,9476,,1230,77,1.0
2024-03-08T17:00:21.885000+00:00,9476,,1230,31,1.0
2024-03-08T17:00:35.135000+00:00,9476,,1230,10,1.0
2024-03-08T17:00:40.724000+00:00,9476,,1230,81,1.0
2024-03-08T17:00:45.997000+00:00,9476,,1230,23,1.0
2024-03-08T17:00:59.643000+00:00,9476,,1230,4,1.0
2024-03-08T17:01:05.489000+00:00,9476,,1230,14,1.0
2024-03-08T17:01:13.552000+00:00,9476,,1230,18,1.0
2024-03-08T17:01:17.813000+00:00,9476,,1230,38,1.0
2024-03-08T17:01:26.524000+00:00,9476,,1230,44,1.0
2024-03-08T17:01:54.732000+00:00,9476,,1230,63,1.0
2024-03-08T17:02:42.198000+00:00,9476,,1230,16,1.0
2024-03-08T17:05:37.242000+00:00,9476,,1230,11,1.0
2024-03-08T17:06:17.060000+00:00,9476,,1230,1,1.0
2024-03-08T17:06:33.135000+00:00,9476,,1230,3,1.0
2024-03-08T17:06:55.987000+00:00,9476,,1230,22,1.0
2024-03-08T17:08:53.157000+00:00,9476,126.9,1230,44,4.0
2024-03-08T17:09:17.580000+00:00,9476,144.4,1230,63,4.0
2024-03-08T17:11:48.255000+00:00,9476,189.8,1230,20,6.0
2024-03-08T17:11:51.934000+00:00,9476,182.9,1230,27,6.0
2024-03-08T17:11:55.817000+00:00,9476,165.0,1230,77,6.0
2024-03-08T17:12:05.867000+00:00,9476,144.6,1230,4,6.0
2024-03-08T17:12:09.537000+00:00,9476,174.4,1230,81,6.0
2024-03-08T17:13:07.535000+00:00,9476,149.7,1230,10,7.0
2024-03-08T17:13:10.600000+00:00,9476,143.9,1230,31,7.0
2024-03-08T17:13:15.616000+00:00,9476,227.2,1230,23,6.0
2024-03-08T17:13:23.387000+00:00,9476,127.4,1230,2,7.0
2024-03-08T17:14:02.129000+00:00,9476,175.6,1230,11,4.0
2024-03-08T17:14:13.372000+00:00,9476,164.8,1230,1,4.0
2024-03-08T17:14:21.603000+00:00,9476,161.6,1230,3,4.0
2024-03-08T17:14:32.157000+00:00,9476,144.8,1230,22,4.0
2024-03-08T17:14:44.864000+00:00,9476,277.7,1230,18,6.0
2024-03-08T17:14:49.287000+00:00,9476,72.8,1230,38,8.0
2024-03-08T17:14:57.582000+00:00,9476,201.3,1230,14,7.0
2024-03-08T17:16:13.626000+00:00,9476,,1230,24,1.0
2024-03-08T17:25:02.819000+00:00,9476,480.7,1230,20,9.0
2024-03-08T17:25:06.959000+00:00,9476,483.1,1230,27,9.0
2024-03-08T17:25:12.978000+00:00,9476,335.2,1230,44,10.0
2024-03-08T17:25:23.168000+00:00,9476,414.7,1230,63,9.0
2024-03-08T17:25:28.141000+00:00,9476,471.5,1230,81,9.0
2024-03-08T17:25:39.346000+00:00,9476,475.3,1230,4,9.0
2024-03-08T17:25:44.681000+00:00,9476,525.7,1230,16,9.0
2024-03-08T17:25:48.896000+00:00,9476,418.7,1230,38,10.0
2024-03-08T17:26:26.125000+00:00,9476,451.1,1230,23,9.0
2024-03-08T17:27:56.697000+00:00,9476,517.3,1230,11,7.0
2024-03-08T17:34:03.803000+00:00,9476,913.3,1230,38,12.0
2024-03-08T17:34:08.275000+00:00,9476,870.5,1230,44,13.0
2024-03-08T17:34:14.757000+00:00,9476,946.2,1230,63,12.0
2024-03-08T17:34:18.060000+00:00,9476,882.5,1230,3,7.0
2024-03-08T17:34:22.273000+00:00,9476,902.9,1230,11,8.0
2024-03-08T17:34:26.008000+00:00,9476,905.0,1230,1,7.0
2024-03-08T17:34:26.807000+00:00,9476,933.6,1230,14,9.0
2024-03-08T17:34:28.078000+00:00,9476,1045.9,1230,20,12.0
2024-03-08T17:34:28.078000+00:00,9476,858.8,1230,18,9.0
2024-03-08T17:34:29.697000+00:00,9476,882.2,1230,22,7.0
2024-03-08T17:34:41.378000+00:00,9476,1062.1,1230,16,11.0
2024-03-08T17:35:03.654000+00:00,9476,968.8,1230,23,11.0
2024-03-08T17:37:59.647000+00:00,9476,1222.3,1230,81,12.0
2024-03-08T17:38:35.118000+00:00,9476,1251.2,1230,4,12.0
2024-03-08T17:38:52.283000+00:00,9476,79.0,1230,38,14.0
2024-03-08T17:41:05.837000+00:00,9476,33.8,1230,23,14.0
2024-03-08T17:41:19.136000+00:00,9476,77.3,1230,20,15.0
2024-03-08T17:41:21.256000+00:00,9476,133.6,1230,44,16.0
2024-03-08T17:41:28.608000+00:00,9476,118.5,1230,63,15.0
2024-03-08T17:41:37.950000+00:00,9476,119.5,1230,11,11.0
2024-03-08T17:41:41.112000+00:00,9476,125.8,1230,3,10.0
2024-03-08T17:41:44.152000+00:00,9476,92.9,1230,22,10.0
2024-03-08T17:41:52.892000+00:00,9476,126.6,1230,1,10.0
2024-03-08T17:41:58.987000+00:00,9476,96.6,1230,16,14.0
2024-03-08T17:42:06.765000+00:00,9476,121.9,1230,18,12.0
2024-03-08T17:53:02.661000+00:00,9476,323.4,1230,16,17.0
2024-03-08T17:53:06.870000+00:00,9476,398.7,1230,44,19.0
2024-03-08T17:53:15.108000+00:00,9476,383.6,1230,63,18.0
2024-03-08T17:53:21.368000+00:00,9476,425.3,1230,81,17.0
2024-03-08T17:53:33.813000+00:00,9476,384.8,1230,4,17.0
2024-03-08T17:53:47.937000+00:00,9476,377.4,1230,22,13.0
2024-03-08T17:53:51.081000+00:00,9476,407.0,1230,11,14.0
2024-03-08T17:54:04.074000+00:00,9476,847.7,1230,14,12.0
2024-03-08T17:54:11.413000+00:00,9476,396.4,1230,1,13.0
2024-03-08T17:54:15.175000+00:00,9476,492.3,1230,18,14.0
2024-03-08T18:01:05.859000+00:00,9476,177.2,1230,44,22.0
2024-03-08T18:01:12.203000+00:00,9476,167.6,1230,63,21.0
2024-03-08T18:01:17.073000+00:00,9476,164.6,1230,4,20.0
2024-03-08T18:01:22.447000+00:00,9476,175.5,1230,81,20.0
2024-03-08T18:01:26.438000+00:00,9476,135.7,1230,1,16.0
2024-03-08T18:01:29.940000+00:00,9476,164.8,1230,22,16.0
2024-03-08T18:01:33.656000+00:00,9476,153.6,1230,11,17.0
2024-03-08T18:01:46.246000+00:00,9476,106.8,1230,16,21.0
2024-03-08T18:02:25.905000+00:00,9476,195.7,1230,14,15.0
2024-03-08T18:02:28.605000+00:00,9476,169.2,1230,18,17.0
2024-03-09T17:15:47.097000+00:00,9480,20.6,1230,1,7.0
2024-03-09T17:15:52.880000+00:00,9480,22.1,1230,11,7.0
2024-03-09T17:15:55.889000+00:00,9480,23.4,1230,16,7.0
2024-03-09T17:15:58.220000+00:00,9480,21.4,1230,81,7.0
2024-03-09T17:15:59.780000+00:00,9480,22.1,1230,14,7.0
2024-03-09T17:16:04.281000+00:00,9480,21.0,1230,63,7.0
2024-03-09T17:16:13.313000+00:00,9480,21.6,1230,22,7.0
2024-03-09T17:16:14.973000+00:00,9480,22.4,1230,38,7.0
2024-03-09T17:16:14.973000+00:00,9480,21.4,1230,20,7.0
2024-03-09T17:16:15.932000+00:00,9480,21.7,1230,23,7.0
2024-03-09T17:16:22.416000+00:00,9480,22.5,1230,31,7.0
2024-03-09T17:16:23.903000+00:00,9480,22.7,1230,77,7.0
2024-03-09T17:16:26.084000+00:00,9480,23.6,1230,2,7.0
2024-03-09T17:17:01.115000+00:00,9480,63.3,1230,3,7.0
2024-03-09T17:59:43.237000+00:00,9480,21.0,1230,27,33.0
2024-03-09T18:03:22.747000+00:00,9480,23.2,1230,77,35.0
2024-03-09T18:03:59.429000+00:00,9480,20.1,1230,44,36.0
2024-03-09T18:05:31.365000+00:00,9480,22.2,1230,4,37.0
2024-03-09T18:12:50.460000+00:00,9480,46.3,1230,24,41.0
2024-03-22T01:30:03.015000+00:00,9481,,1231,14,1.0
2024-03-22T01:30:07.549000+00:00,9481,,1231,77,1.0
2024-03-22T01:30:10.460000+00:00,9481,,1231,81,1.0
2024-03-22T01:30:14.031000+00:00,9481,,1231,63,1.0
2024-03-22T01:30:17.338000+00:00,9481,,1231,44,1.0
2024-03-22T01:30:21.152000+00:00,9481,,1231,24,1.0
2024-03-22T01:30:31.378000+00:00,9481,,1231,4,1.0
2024-03-22T01:30:36.040000+00:00,9481,,1231,10,1.0
2024-03-22T01:31:00.250000+00:00,9481,,1231,31,1.0
2024-03-22T01:31:12.952000+00:00,9481,,1231,22,1.0
2024-03-22T01:31:20.625000+00:00,9481,,1231,16,1.0
2024-03-22T01:31:24.396000+00:00,9481,,1231,18,1.0
2024-03-22T01:31:36.721000+00:00,9481,,1231,11,1.0
2024-03-22T01:32:29.061000+00:00,9481,,1231,3,1.0
2024-03-22T01:32:45.847000+00:00,9481,48.4,1231,77,2.0
2024-03-22T01:33:36.769000+00:00,9481,46.6,1231,31,2.0
2024-03-22T01:33:42.243000+00:00,9481,,1231,1,1.0
2024-03-22T01:33:57.442000+00:00,9481,30.0,1231,14,3.0
2024-03-22T01:35:49.398000+00:00,9481,,1231,27,1.0
2024-03-22T01:35:53.365000+00:00,9481,,1231,20,1.0
2024-03-22T01:36:57.059000+00:00,9481,23.5,1231,16,4.0
2024-03-22T01:39:07.037000+00:00,9481,20.8,1231,1,4.0
2024-03-22T01:39:17.746000+00:00,9481,,1231,2,1.0
2024-03-22T01:41:54.796000+00:00,9481,18.6,1231,81,8.0
2024-03-22T01:43:23.086000+00:00,9481,538.6,1231,77,3.0
2024-03-22T01:44:13.609000+00:00,9481,22.3,1231,55,8.0
2024-03-22T01:44:28.943000+00:00,9481,207.7,1231,18,7.0
2024-03-22T01:44:59.031000+00:00,9481,,1231,23,1.0
2024-03-22T01:45:13.786000+00:00,9481,23.6,1231,24,10.0
2024-03-22T01:46:21.409000+00:00,9481,540.4,1231,14,5.0
2024-03-22T01:49:50.479000+00:00,9481,640.8,1231,63,7.0
2024-03-22T01:49:58.675000+00:00,9481,468.1,1231,4,8.0
2024-03-22T01:51:11.163000+00:00,9481,708.6,1231,44,7.0
2024-03-22T01:52:37.392000+00:00,9481,739.3,1231,10,7.0
2024-03-22T01:53:40.812000+00:00,9481,587.4,1231,11,8.0
2024-03-22T01:55:03.711000+00:00,9481,38.1,1231,4,11.0
2024-03-22T01:57:11.662000+00:00,9481,619.2,1231,27,8.0
2024-03-22T01:58:12.569000+00:00,9481,341.8,1231,18,12.0
2024-03-22T01:58:49.047000+00:00,9481,707.7,1231,1,9.0
2024-03-22T01:58:53.529000+00:00,9481,27.1,1231,11,11.0
2024-03-22T01:59:39.673000+00:00,9481,728.0,1231,20,8.0
2024-03-22T02:00:03.345000+00:00,9481,389.9,1231,22,14.0
2024-03-22T02:00:21.644000+00:00,9481,836.8,1231,81,11.0
2024-03-22T02:00:30.138000+00:00,9481,805.5,1231,24,11.0
2024-03-22T02:00:55.469000+00:00,9481,692.0,1231,55,11.0
2024-03-22T02:01:12.824000+00:00,9481,944.3,1231,16,9.0
2024-03-22T02:01:31.308000+00:00,9481,527.6,1231,3,13.0
2024-03-22T02:02:17.873000+00:00,9481,25.0,1231,27,11.0
2024-03-22T02:03:23.445000+00:00,9481,574.9,1231,2,10.0
2024-03-22T02:03:37.854000+00:00,9481,674.0,1231,31,14.0
2024-03-22T02:05:16.041000+00:00,9481,27.6,1231,3,15.0
2024-03-22T02:05:22.186000+00:00,9481,480.5,1231,63,12.0
2024-03-22T02:05:53.391000+00:00,9481,24.3,1231,24,14.0
2024-03-22T02:06:21.740000+00:00,9481,19.0,1231,55,14.0
2024-03-22T02:06:24.782000+00:00,9481,526.3,1231,77,12.0
2024-03-22T02:07:13.976000+00:00,9481,25.9,1231,31,16.0
2024-03-22T02:07:34.245000+00:00,9481,493.8,1231,23,10.0
2024-03-22T02:09:05.043000+00:00,9481,627.8,1231,44,12.0
2024-03-22T02:09:19.546000+00:00,9481,585.1,1231,4,14.0
2024-03-22T02:21:02.739000+00:00,9481,854.3,1231,31,18.0
2024-03-22T02:21:03.214000+00:00,9481,1345.6,1231,44,13.0
2024-03-22T02:21:04.536000+00:00,9481,723.9,1231,10,18.0
2024-03-22T02:21:06.938000+00:00,9481,978.8,1231,3,18.0
2024-03-22T02:21:07.888000+00:00,9481,677.6,1231,18,19.0
2024-03-22T02:21:12.488000+00:00,9481,1295.2,1231,4,15.0
2024-03-22T02:21:12.541000+00:00,9481,909.1,1231,55,16.0
2024-03-22T02:21:16.030000+00:00,9481,1647.5,1231,2,15.0
2024-03-22T02:21:18.637000+00:00,9481,2093.8,1231,81,18.0
2024-03-22T02:21:19.950000+00:00,9481,751.0,1231,22,19.0
2024-03-22T02:21:37.523000+00:00,9481,867.7,1231,27,14.0
2024-03-22T02:21:40.212000+00:00,9481,711.8,1231,77,14.0
2024-03-22T02:21:43.619000+00:00,9481,705.0,1231,20,14.0
2024-03-22T02:22:08.026000+00:00,9481,1032.4,1231,1,13.0
2024-03-22T02:22:12.453000+00:00,9481,1003.3,1231,24,17.0
2024-03-22T02:22:15.031000+00:00,9481,2206.4,1231,16,15.0
2024-03-22T02:22:15.172000+00:00,9481,1493.6,1231,63,15.0
2024-03-22T02:22:16.607000+00:00,9481,1618.1,1231,14,11.0
2024-03-22T02:22:19.372000+00:00,9481,801.1,1231,11,17.0
2024-03-22T02:24:37.670000+00:00,9481,24.7,1231,24,18.0
2024-03-22T02:25:42.328000+00:00,9481,22.3,1231,1,15.0
2024-03-22T02:27:44.914000+00:00,9481,12.6,1231,1,16.0
2024-03-22T05:00:02.469000+00:00,9482,,1231,77,1.0
2024-03-22T05:00:02.664000+00:00,9482,,1231,11,1.0
2024-03-22T05:00:05.515000+00:00,9482,,1231,27,1.0
2024-03-22T05:00:08.266000+00:00,9482,,1231,31,1.0
2024-03-22T05:00:09.345000+00:00,9482,,1231,24,1.0
2024-03-22T05:00:11.406000+00:00,9482,,1231,20,1.0
2024-03-22T05:00:44.472000+00:00,9482,,1231,3,1.0
2024-03-22T05:01:02.725000+00:00,9482,,1231,22,1.0
2024-03-22T05:01:13.092000+00:00,9482,,1231,10,1.0
2024-03-22T05:01:17.704000+00:00,9482,,1231,14,1.0
2024-03-22T05:01:21.221000+00:00,9482,,1231,18,1.0
2024-03-22T05:01:26.027000+00:00,9482,,1231,44,1.0
2024-03-22T05:02:10.131000+00:00,9482,,1231,2,1.0
2024-03-22T05:03:00.363000+00:00,9482,,1231,16,1.0
2024-03-22T05:03:37.322000+00:00,9482,,1231,81,1.0
2024-03-22T05:05:19.035000+00:00,9482,26.9,1231,27,4.0
2024-03-22T05:05:19.436000+00:00,9482,,1231,63,1.0
2024-03-22T05:05:48.281000+00:00,9482,,1231,55,1.0
2024-03-22T05:06:14.704000+00:00,9482,,1231,4,1.0
2024-03-22T05:08:54.527000+00:00,9482,22.8,1231,11,6.0
2024-03-22T05:17:04.794000+00:00,9482,481.4,1231,14,6.0
2024-03-22T05:18:11.027000+00:00,9482,526.3,1231,18,6.0
2024-03-22T05:19:17.493000+00:00,9482,335.7,1231,11,9.0
2024-03-22T05:20:44.249000+00:00,9482,428.8,1231,20,9.0
2024-03-22T05:20:56.276000+00:00,9482,412.8,1231,77,10.0
2024-03-22T05:21:31.907000+00:00,9482,345.4,1231,3,10.0
2024-03-22T05:21:42.138000+00:00,9482,596.9,1231,81,6.0
2024-03-22T05:21:46.763000+00:00,9482,412.1,1231,24,10.0
2024-03-22T05:21:52.422000+00:00,9482,482.2,1231,2,8.0
2024-03-22T05:22:41.680000+00:00,9482,,1231,1,1.0
2024-03-22T05:22:56.846000+00:00,9482,743.0,1231,27,7.0
2024-03-22T05:23:50.794000+00:00,9482,539.0,1231,31,10.0
2024-03-22T05:24:21.316000+00:00,9482,337.7,1231,10,12.0
2024-03-22T05:25:52.818000+00:00,9482,15.0,1231,77,13.0
2024-03-22T05:26:30.386000+00:00,9482,621.0,1231,63,8.0
2024-03-22T05:26:59.287000+00:00,9482,633.5,1231,44,10.0
2024-03-22T05:27:12.791000+00:00,9482,14.4,1231,24,13.0
2024-03-22T05:27:18.718000+00:00,9482,686.0,1231,4,7.0
2024-03-22T05:27:49.811000+00:00,9482,575.6,1231,16,10.0
2024-03-22T05:27:58.709000+00:00,9482,594.7,1231,55,8.0
2024-03-22T05:30:10.248000+00:00,9482,804.3,1231,22,10.0
2024-03-22T05:33:11.072000+00:00,9482,15.7,1231,16,13.0
2024-03-22T05:33:28.776000+00:00,9482,20.3,1231,55,11.0
2024-03-22T05:36:11.895000+00:00,9482,245.8,1231,4,10.0
2024-03-22T05:36:36.033000+00:00,9482,435.6,1231,81,11.0
2024-03-22T05:37:01.923000+00:00,9482,463.3,1231,77,15.0
2024-03-22T05:37:24.942000+00:00,9482,462.8,1231,14,14.0
2024-03-22T05:37:56.891000+00:00,9482,500.7,1231,18,13.0
2024-03-22T05:38:28.546000+00:00,9482,381.0,1231,24,16.0
2024-03-22T05:38:39.043000+00:00,9482,412.1,1231,3,16.0
2024-03-22T05:38:42.912000+00:00,9482,206.7,1231,1,9.0
2024-03-22T05:38:58.841000+00:00,9482,434.1,1231,2,14.0
2024-03-22T05:40:13.480000+00:00,9482,478.5,1231,20,16.0
2024-03-22T05:40:26.637000+00:00,9482,19.0,1231,77,17.0
2024-03-22T05:40:51.055000+00:00,9482,396.9,1231,11,18.0
2024-03-22T05:41:26.540000+00:00,9482,438.3,1231,27,14.0
2024-03-22T05:41:31.902000+00:00,9482,374.1,1231,10,19.0
2024-03-22T05:42:03.081000+00:00,9482,19.9,1231,24,18.0
2024-03-22T05:43:41.753000+00:00,9482,18.9,1231,1,12.0
2024-03-22T05:43:52.571000+00:00,9482,341.9,1231,31,19.0
2024-03-22T05:46:31.100000+00:00,9482,346.6,1231,22,16.0
2024-03-22T05:46:51.125000+00:00,9482,479.3,1231,55,14.0
2024-03-22T05:47:12.196000+00:00,9482,390.5,1231,4,13.0
2024-03-22T05:47:15.052000+00:00,9482,538.5,1231,16,16.0
2024-03-22T05:47:38.055000+00:00,9482,549.7,1231,44,17.0
2024-03-22T05:49:21.402000+00:00,9482,673.3,1231,63,15.0
2024-03-22T05:49:26.306000+00:00,9482,12.6,1231,2,21.0
2024-03-22T05:53:47.320000+00:00,9482,332.9,1231,1,15.0
